EventInstanceID,EventDefinitionID,EventDateTimeStart,EventDateTimeEnd,EventLocation,EventCapacity,EventRegistrationDeadline
EI489,ED3,2025-10-14 10:00:00,2025-10-14 12:00:00,Art Studio 2,100,2025-10-07 10:00:00
EI490,ED3,2023-06-06 10:00:00,2023-06-06 12:00:00,Virtual Zoom,100,2023-05-30 10:00:00
EI491,ED2,2023-07-01 10:00:00,2023-07-01 12:00:00,Ella Rises HQ,100,2023-06-24 10:00:00
EI492,ED2,2024-06-15 10:00:00,2024-06-15 12:00:00,Local Library,100,2024-06-08 10:00:00
EI493,ED6,2023-07-12 10:00:00,2023-07-12 12:00:00,Ella Rises HQ,100,2023-07-05 10:00:00
EI494,ED5,2023-03-30 10:00:00,2023-03-30 12:00:00,Local Library,100,2023-03-23 10:00:00
EI495,ED2,2022-06-18 10:00:00,2022-06-18 12:00:00,Ella Rises HQ,100,2022-06-11 10:00:00
EI496,ED2,2023-06-24 10:00:00,2023-06-24 12:00:00,Community Center Room A,100,2023-06-17 10:00:00
EI497,ED2,2022-01-01 10:00:00,2022-01-01 12:00:00,Ella Rises HQ,100,2021-12-25 10:00:00
EI498,ED8,2022-06-03 10:00:00,2022-06-03 12:00:00,Community Center Room A,100,2022-05-27 10:00:00
EI499,ED3,2021-12-07 10:00:00,2021-12-07 12:00:00,Community Center Room A,100,2021-11-30 10:00:00
EI500,ED7,2023-07-15 10:00:00,2023-07-15 12:00:00,Community Center Room A,100,2023-07-08 10:00:00
EI501,ED3,2023-04-11 10:00:00,2023-04-11 12:00:00,Art Studio 2,100,2023-04-04 10:00:00
EI502,ED1,2024-03-03 10:00:00,2024-03-03 12:00:00,Ella Rises HQ,100,2024-02-25 10:00:00
EI503,ED3,2024-12-24 10:00:00,2024-12-24 12:00:00,Community Center Room A,100,2024-12-17 10:00:00
EI504,ED3,2024-09-10 10:00:00,2024-09-10 12:00:00,Virtual Zoom,100,2024-09-03 10:00:00
EI505,ED10,2024-12-15 10:00:00,2024-12-15 12:00:00,Art Studio 2,100,2024-12-08 10:00:00
EI506,ED5,2025-01-16 10:00:00,2025-01-16 12:00:00,Virtual Zoom,100,2025-01-09 10:00:00
EI507,ED6,2024-03-20 10:00:00,2024-03-20 12:00:00,Art Studio 2,100,2024-03-13 10:00:00
EI508,ED10,2025-07-15 10:00:00,2025-07-15 12:00:00,Art Studio 2,100,2025-07-08 10:00:00
EI509,ED1,2022-07-24 10:00:00,2022-07-24 12:00:00,Local Library,100,2022-07-17 10:00:00
EI510,ED2,2024-05-25 10:00:00,2024-05-25 12:00:00,Art Studio 2,100,2024-05-18 10:00:00
EI511,ED3,2024-01-16 10:00:00,2024-01-16 12:00:00,Art Studio 2,100,2024-01-09 10:00:00
EI512,ED6,2024-07-10 10:00:00,2024-07-10 12:00:00,Community Center Room A,100,2024-07-03 10:00:00
EI513,ED3,2025-05-27 10:00:00,2025-05-27 12:00:00,Art Studio 2,100,2025-05-20 10:00:00
EI514,ED8,2023-06-16 10:00:00,2023-06-16 12:00:00,Ella Rises HQ,100,2023-06-09 10:00:00
EI515,ED5,2025-05-29 10:00:00,2025-05-29 12:00:00,Community Center Room A,100,2025-05-22 10:00:00
EI516,ED5,2024-10-31 10:00:00,2024-10-31 12:00:00,Community Center Room A,100,2024-10-24 10:00:00
EI517,ED5,2021-12-30 10:00:00,2021-12-30 12:00:00,Virtual Zoom,100,2021-12-23 10:00:00
EI518,ED3,2024-05-14 10:00:00,2024-05-14 12:00:00,Virtual Zoom,100,2024-05-07 10:00:00
EI519,ED5,2022-03-31 10:00:00,2022-03-31 12:00:00,Local Library,100,2022-03-24 10:00:00
EI520,ED6,2025-06-04 10:00:00,2025-06-04 12:00:00,Community Center Room A,100,2025-05-28 10:00:00
EI521,ED6,2024-05-01 10:00:00,2024-05-01 12:00:00,Virtual Zoom,100,2024-04-24 10:00:00
EI522,ED6,2021-12-15 10:00:00,2021-12-15 12:00:00,Virtual Zoom,100,2021-12-08 10:00:00
EI523,ED3,2022-09-13 10:00:00,2022-09-13 12:00:00,Community Center Room A,100,2022-09-06 10:00:00
EI524,ED2,2022-12-17 10:00:00,2022-12-17 12:00:00,Ella Rises HQ,100,2022-12-10 10:00:00
EI525,ED6,2023-09-20 10:00:00,2023-09-20 12:00:00,Community Center Room A,100,2023-09-13 10:00:00
EI526,ED2,2024-10-26 10:00:00,2024-10-26 12:00:00,Virtual Zoom,100,2024-10-19 10:00:00
EI527,ED8,2025-07-18 10:00:00,2025-07-18 12:00:00,Virtual Zoom,100,2025-07-11 10:00:00
EI528,ED2,2024-12-21 10:00:00,2024-12-21 12:00:00,Local Library,100,2024-12-14 10:00:00
EI529,ED8,2024-10-25 10:00:00,2024-10-25 12:00:00,Virtual Zoom,100,2024-10-18 10:00:00
EI530,ED6,2023-12-27 10:00:00,2023-12-27 12:00:00,Community Center Room A,100,2023-12-20 10:00:00
EI531,ED5,2024-05-23 10:00:00,2024-05-23 12:00:00,Art Studio 2,100,2024-05-16 10:00:00
EI532,ED3,2022-07-19 10:00:00,2022-07-19 12:00:00,Virtual Zoom,100,2022-07-12 10:00:00
EI533,ED5,2024-02-01 10:00:00,2024-02-01 12:00:00,Art Studio 2,100,2024-01-25 10:00:00
EI534,ED5,2024-06-27 10:00:00,2024-06-27 12:00:00,Virtual Zoom,100,2024-06-20 10:00:00
EI535,ED3,2023-10-17 10:00:00,2023-10-17 12:00:00,Art Studio 2,100,2023-10-10 10:00:00
EI536,ED10,2023-08-15 10:00:00,2023-08-15 12:00:00,Local Library,100,2023-08-08 10:00:00
EI537,ED2,2022-04-23 10:00:00,2022-04-23 12:00:00,Local Library,100,2022-04-16 10:00:00
EI538,ED8,2025-06-13 10:00:00,2025-06-13 12:00:00,Virtual Zoom,100,2025-06-06 10:00:00
EI539,ED8,2023-04-21 10:00:00,2023-04-21 12:00:00,Local Library,100,2023-04-14 10:00:00
EI540,ED10,2022-03-15 10:00:00,2022-03-15 12:00:00,Local Library,100,2022-03-08 10:00:00
EI541,ED6,2023-09-27 10:00:00,2023-09-27 12:00:00,Local Library,100,2023-09-20 10:00:00
EI542,ED1,2022-11-20 10:00:00,2022-11-20 12:00:00,Art Studio 2,100,2022-11-13 10:00:00
EI543,ED4,2023-07-15 10:00:00,2023-07-15 12:00:00,Virtual Zoom,100,2023-07-08 10:00:00
EI544,ED3,2025-01-14 10:00:00,2025-01-14 12:00:00,Local Library,100,2025-01-07 10:00:00
EI545,ED8,2025-09-19 10:00:00,2025-09-19 12:00:00,Virtual Zoom,100,2025-09-12 10:00:00
EI546,ED8,2022-05-20 10:00:00,2022-05-20 12:00:00,Ella Rises HQ,100,2022-05-13 10:00:00
EI547,ED8,2024-01-05 10:00:00,2024-01-05 12:00:00,Virtual Zoom,100,2023-12-29 10:00:00
EI548,ED3,2024-01-30 10:00:00,2024-01-30 12:00:00,Community Center Room A,100,2024-01-23 10:00:00
EI549,ED6,2025-08-27 10:00:00,2025-08-27 12:00:00,Virtual Zoom,100,2025-08-20 10:00:00
EI550,ED7,2023-10-15 10:00:00,2023-10-15 12:00:00,Art Studio 2,100,2023-10-08 10:00:00
EI551,ED4,2023-02-15 10:00:00,2023-02-15 12:00:00,Ella Rises HQ,100,2023-02-08 10:00:00
EI552,ED8,2023-07-28 10:00:00,2023-07-28 12:00:00,Local Library,100,2023-07-21 10:00:00
EI553,ED5,2023-06-22 10:00:00,2023-06-22 12:00:00,Local Library,100,2023-06-15 10:00:00
EI554,ED2,2024-09-07 10:00:00,2024-09-07 12:00:00,Art Studio 2,100,2024-08-31 10:00:00
EI555,ED6,2023-06-14 10:00:00,2023-06-14 12:00:00,Ella Rises HQ,100,2023-06-07 10:00:00
EI556,ED1,2025-05-04 10:00:00,2025-05-04 12:00:00,Ella Rises HQ,100,2025-04-27 10:00:00
EI557,ED6,2024-02-14 10:00:00,2024-02-14 12:00:00,Ella Rises HQ,100,2024-02-07 10:00:00
EI558,ED1,2025-10-26 10:00:00,2025-10-26 12:00:00,Art Studio 2,100,2025-10-19 10:00:00
EI559,ED8,2022-08-19 10:00:00,2022-08-19 12:00:00,Ella Rises HQ,100,2022-08-12 10:00:00
EI560,ED6,2022-04-13 10:00:00,2022-04-13 12:00:00,Community Center Room A,100,2022-04-06 10:00:00
EI561,ED5,2023-10-26 10:00:00,2023-10-26 12:00:00,Ella Rises HQ,100,2023-10-19 10:00:00
EI562,ED6,2024-10-16 10:00:00,2024-10-16 12:00:00,Ella Rises HQ,100,2024-10-09 10:00:00
EI563,ED10,2023-04-15 10:00:00,2023-04-15 12:00:00,Community Center Room A,100,2023-04-08 10:00:00
EI564,ED8,2024-10-18 10:00:00,2024-10-18 12:00:00,Virtual Zoom,100,2024-10-11 10:00:00
EI565,ED2,2025-02-15 10:00:00,2025-02-15 12:00:00,Local Library,100,2025-02-08 10:00:00
EI566,ED3,2022-09-06 10:00:00,2022-09-06 12:00:00,Local Library,100,2022-08-30 10:00:00
EI567,ED1,2022-04-03 10:00:00,2022-04-03 12:00:00,Art Studio 2,100,2022-03-27 10:00:00
EI568,ED3,2022-10-04 10:00:00,2022-10-04 12:00:00,Community Center Room A,100,2022-09-27 10:00:00
EI569,ED3,2024-02-06 10:00:00,2024-02-06 12:00:00,Art Studio 2,100,2024-01-30 10:00:00
EI570,ED2,2025-08-30 10:00:00,2025-08-30 12:00:00,Ella Rises HQ,100,2025-08-23 10:00:00
EI571,ED4,2024-05-15 10:00:00,2024-05-15 12:00:00,Ella Rises HQ,100,2024-05-08 10:00:00
EI572,ED6,2025-03-26 10:00:00,2025-03-26 12:00:00,Local Library,100,2025-03-19 10:00:00
EI573,ED4,2023-06-15 10:00:00,2023-06-15 12:00:00,Art Studio 2,100,2023-06-08 10:00:00
EI574,ED6,2022-03-02 10:00:00,2022-03-02 12:00:00,Art Studio 2,100,2022-02-23 10:00:00
EI575,ED3,2023-11-28 10:00:00,2023-11-28 12:00:00,Virtual Zoom,100,2023-11-21 10:00:00
EI576,ED3,2023-01-31 10:00:00,2023-01-31 12:00:00,Ella Rises HQ,100,2023-01-24 10:00:00
EI577,ED8,2023-10-13 10:00:00,2023-10-13 12:00:00,Community Center Room A,100,2023-10-06 10:00:00
EI578,ED4,2025-10-15 10:00:00,2025-10-15 12:00:00,Ella Rises HQ,100,2025-10-08 10:00:00
EI579,ED7,2022-01-15 10:00:00,2022-01-15 12:00:00,Art Studio 2,100,2022-01-08 10:00:00
EI580,ED3,2025-04-29 10:00:00,2025-04-29 12:00:00,Local Library,100,2025-04-22 10:00:00
EI581,ED5,2024-09-12 10:00:00,2024-09-12 12:00:00,Community Center Room A,100,2024-09-05 10:00:00
EI582,ED5,2023-12-07 10:00:00,2023-12-07 12:00:00,Virtual Zoom,100,2023-11-30 10:00:00
EI583,ED6,2025-08-20 10:00:00,2025-08-20 12:00:00,Local Library,100,2025-08-13 10:00:00
EI584,ED5,2022-11-24 10:00:00,2022-11-24 12:00:00,Ella Rises HQ,100,2022-11-17 10:00:00
EI585,ED6,2025-09-03 10:00:00,2025-09-03 12:00:00,Art Studio 2,100,2025-08-27 10:00:00
EI586,ED8,2023-07-21 10:00:00,2023-07-21 12:00:00,Ella Rises HQ,100,2023-07-14 10:00:00
EI587,ED2,2023-03-18 10:00:00,2023-03-18 12:00:00,Virtual Zoom,100,2023-03-11 10:00:00
EI588,ED6,2022-09-21 10:00:00,2022-09-21 12:00:00,Local Library,100,2022-09-14 10:00:00
EI589,ED8,2023-03-03 10:00:00,2023-03-03 12:00:00,Ella Rises HQ,100,2023-02-24 10:00:00
EI590,ED6,2023-03-22 10:00:00,2023-03-22 12:00:00,Virtual Zoom,100,2023-03-15 10:00:00
EI591,ED5,2025-04-03 10:00:00,2025-04-03 12:00:00,Art Studio 2,100,2025-03-27 10:00:00
EI592,ED3,2024-03-12 10:00:00,2024-03-12 12:00:00,Art Studio 2,100,2024-03-05 10:00:00
EI593,ED7,2024-09-15 10:00:00,2024-09-15 12:00:00,Community Center Room A,100,2024-09-08 10:00:00
EI594,ED7,2024-05-15 10:00:00,2024-05-15 12:00:00,Virtual Zoom,100,2024-05-08 10:00:00
EI595,ED5,2022-06-16 10:00:00,2022-06-16 12:00:00,Art Studio 2,100,2022-06-09 10:00:00
EI596,ED8,2025-11-07 10:00:00,2025-11-07 12:00:00,Community Center Room A,100,2025-10-31 10:00:00
EI597,ED3,2022-10-25 10:00:00,2022-10-25 12:00:00,Local Library,100,2022-10-18 10:00:00
EI598,ED3,2024-07-23 10:00:00,2024-07-23 12:00:00,Ella Rises HQ,100,2024-07-16 10:00:00
EI599,ED8,2023-07-07 10:00:00,2023-07-07 12:00:00,Local Library,100,2023-06-30 10:00:00
EI600,ED6,2021-11-17 10:00:00,2021-11-17 12:00:00,Art Studio 2,100,2021-11-10 10:00:00
EI601,ED2,2025-01-11 10:00:00,2025-01-11 12:00:00,Art Studio 2,100,2025-01-04 10:00:00
EI602,ED4,2025-06-15 10:00:00,2025-06-15 12:00:00,Local Library,100,2025-06-08 10:00:00
EI603,ED4,2025-11-15 10:00:00,2025-11-15 12:00:00,Virtual Zoom,100,2025-11-08 10:00:00
EI604,ED6,2025-09-17 10:00:00,2025-09-17 12:00:00,Virtual Zoom,100,2025-09-10 10:00:00
EI605,ED8,2023-03-31 10:00:00,2023-03-31 12:00:00,Local Library,100,2023-03-24 10:00:00
EI606,ED4,2022-11-15 10:00:00,2022-11-15 12:00:00,Local Library,100,2022-11-08 10:00:00
EI607,ED5,2023-07-27 10:00:00,2023-07-27 12:00:00,Virtual Zoom,100,2023-07-20 10:00:00
EI608,ED3,2022-02-01 10:00:00,2022-02-01 12:00:00,Ella Rises HQ,100,2022-01-25 10:00:00
EI609,ED3,2023-05-09 10:00:00,2023-05-09 12:00:00,Art Studio 2,100,2023-05-02 10:00:00
EI610,ED2,2024-06-22 10:00:00,2024-06-22 12:00:00,Community Center Room A,100,2024-06-15 10:00:00
EI611,ED8,2021-12-17 10:00:00,2021-12-17 12:00:00,Art Studio 2,100,2021-12-10 10:00:00
EI612,ED6,2024-10-30 10:00:00,2024-10-30 12:00:00,Art Studio 2,100,2024-10-23 10:00:00
EI613,ED5,2025-01-30 10:00:00,2025-01-30 12:00:00,Local Library,100,2025-01-23 10:00:00
EI614,ED3,2025-07-01 10:00:00,2025-07-01 12:00:00,Art Studio 2,100,2025-06-24 10:00:00
EI615,ED5,2022-02-24 10:00:00,2022-02-24 12:00:00,Art Studio 2,100,2022-02-17 10:00:00
EI616,ED3,2025-07-22 10:00:00,2025-07-22 12:00:00,Community Center Room A,100,2025-07-15 10:00:00
EI617,ED6,2023-04-19 10:00:00,2023-04-19 12:00:00,Local Library,100,2023-04-12 10:00:00
EI618,ED6,2023-06-21 10:00:00,2023-06-21 12:00:00,Ella Rises HQ,100,2023-06-14 10:00:00
EI619,ED2,2024-03-23 10:00:00,2024-03-23 12:00:00,Local Library,100,2024-03-16 10:00:00
EI620,ED3,2024-10-08 10:00:00,2024-10-08 12:00:00,Art Studio 2,100,2024-10-01 10:00:00
EI621,ED6,2024-05-29 10:00:00,2024-05-29 12:00:00,Ella Rises HQ,100,2024-05-22 10:00:00
EI622,ED6,2024-12-11 10:00:00,2024-12-11 12:00:00,Local Library,100,2024-12-04 10:00:00
EI623,ED6,2024-06-19 10:00:00,2024-06-19 12:00:00,Art Studio 2,100,2024-06-12 10:00:00
EI624,ED2,2024-02-17 10:00:00,2024-02-17 12:00:00,Ella Rises HQ,100,2024-02-10 10:00:00
EI625,ED2,2025-02-01 10:00:00,2025-02-01 12:00:00,Art Studio 2,100,2025-01-25 10:00:00
EI626,ED4,2022-10-15 10:00:00,2022-10-15 12:00:00,Virtual Zoom,100,2022-10-08 10:00:00
EI627,ED2,2023-02-11 10:00:00,2023-02-11 12:00:00,Ella Rises HQ,100,2023-02-04 10:00:00
EI628,ED5,2024-10-10 10:00:00,2024-10-10 12:00:00,Ella Rises HQ,100,2024-10-03 10:00:00
EI629,ED2,2023-09-23 10:00:00,2023-09-23 12:00:00,Community Center Room A,100,2023-09-16 10:00:00
EI630,ED6,2022-05-04 10:00:00,2022-05-04 12:00:00,Community Center Room A,100,2022-04-27 10:00:00
EI631,ED5,2025-11-06 10:00:00,2025-11-06 12:00:00,Local Library,100,2025-10-30 10:00:00
EI632,ED2,2024-06-29 10:00:00,2024-06-29 12:00:00,Virtual Zoom,100,2024-06-22 10:00:00
EI633,ED3,2024-10-29 10:00:00,2024-10-29 12:00:00,Local Library,100,2024-10-22 10:00:00
EI634,ED3,2022-10-18 10:00:00,2022-10-18 12:00:00,Virtual Zoom,100,2022-10-11 10:00:00
EI635,ED3,2024-03-05 10:00:00,2024-03-05 12:00:00,Local Library,100,2024-02-27 10:00:00
EI636,ED1,2023-06-04 10:00:00,2023-06-04 12:00:00,Ella Rises HQ,100,2023-05-28 10:00:00
EI637,ED1,2025-02-02 10:00:00,2025-02-02 12:00:00,Local Library,100,2025-01-26 10:00:00
EI638,ED8,2023-08-25 10:00:00,2023-08-25 12:00:00,Ella Rises HQ,100,2023-08-18 10:00:00
EI639,ED6,2022-06-15 10:00:00,2022-06-15 12:00:00,Community Center Room A,100,2022-06-08 10:00:00
EI640,ED6,2021-11-24 10:00:00,2021-11-24 12:00:00,Virtual Zoom,100,2021-11-17 10:00:00
EI641,ED6,2024-01-03 10:00:00,2024-01-03 12:00:00,Community Center Room A,100,2023-12-27 10:00:00
EI642,ED1,2021-11-28 10:00:00,2021-11-28 12:00:00,Virtual Zoom,100,2021-11-21 10:00:00
EI643,ED5,2023-10-19 10:00:00,2023-10-19 12:00:00,Community Center Room A,100,2023-10-12 10:00:00
EI644,ED8,2023-11-03 10:00:00,2023-11-03 12:00:00,Ella Rises HQ,100,2023-10-27 10:00:00
EI645,ED3,2023-11-14 10:00:00,2023-11-14 12:00:00,Community Center Room A,100,2023-11-07 10:00:00
EI646,ED8,2025-06-06 10:00:00,2025-06-06 12:00:00,Community Center Room A,100,2025-05-30 10:00:00
EI647,ED3,2024-12-31 10:00:00,2024-12-31 12:00:00,Virtual Zoom,100,2024-12-24 10:00:00
EI648,ED1,2023-12-10 10:00:00,2023-12-10 12:00:00,Ella Rises HQ,100,2023-12-03 10:00:00
EI649,ED1,2022-10-09 10:00:00,2022-10-09 12:00:00,Local Library,100,2022-10-02 10:00:00
EI650,ED1,2023-12-17 10:00:00,2023-12-17 12:00:00,Ella Rises HQ,100,2023-12-10 10:00:00
EI651,ED2,2023-07-29 10:00:00,2023-07-29 12:00:00,Virtual Zoom,100,2023-07-22 10:00:00
EI652,ED8,2022-11-25 10:00:00,2022-11-25 12:00:00,Virtual Zoom,100,2022-11-18 10:00:00
EI653,ED5,2023-04-13 10:00:00,2023-04-13 12:00:00,Virtual Zoom,100,2023-04-06 10:00:00
EI654,ED3,2025-01-28 10:00:00,2025-01-28 12:00:00,Community Center Room A,100,2025-01-21 10:00:00
EI655,ED6,2023-03-29 10:00:00,2023-03-29 12:00:00,Community Center Room A,100,2023-03-22 10:00:00
EI656,ED1,2023-04-09 10:00:00,2023-04-09 12:00:00,Ella Rises HQ,100,2023-04-02 10:00:00
EI657,ED1,2023-07-09 10:00:00,2023-07-09 12:00:00,Art Studio 2,100,2023-07-02 10:00:00
EI658,ED6,2024-03-27 10:00:00,2024-03-27 12:00:00,Art Studio 2,100,2024-03-20 10:00:00
EI659,ED10,2025-02-15 10:00:00,2025-02-15 12:00:00,Local Library,100,2025-02-08 10:00:00
EI660,ED2,2023-11-25 10:00:00,2023-11-25 12:00:00,Ella Rises HQ,100,2023-11-18 10:00:00
EI661,ED2,2023-10-07 10:00:00,2023-10-07 12:00:00,Virtual Zoom,100,2023-09-30 10:00:00
EI662,ED3,2023-09-26 10:00:00,2023-09-26 12:00:00,Local Library,100,2023-09-19 10:00:00
EI663,ED1,2024-08-04 10:00:00,2024-08-04 12:00:00,Community Center Room A,100,2024-07-28 10:00:00
EI664,ED1,2024-02-18 10:00:00,2024-02-18 12:00:00,Ella Rises HQ,100,2024-02-11 10:00:00
EI665,ED1,2023-07-30 10:00:00,2023-07-30 12:00:00,Ella Rises HQ,100,2023-07-23 10:00:00
EI666,ED7,2023-01-15 10:00:00,2023-01-15 12:00:00,Local Library,100,2023-01-08 10:00:00
EI667,ED7,2025-01-15 10:00:00,2025-01-15 12:00:00,Ella Rises HQ,100,2025-01-08 10:00:00
EI668,ED6,2024-03-06 10:00:00,2024-03-06 12:00:00,Virtual Zoom,100,2024-02-28 10:00:00
EI669,ED2,2022-07-16 10:00:00,2022-07-16 12:00:00,Local Library,100,2022-07-09 10:00:00
EI670,ED5,2023-03-09 10:00:00,2023-03-09 12:00:00,Ella Rises HQ,100,2023-03-02 10:00:00
EI671,ED1,2023-11-05 10:00:00,2023-11-05 12:00:00,Virtual Zoom,100,2023-10-29 10:00:00
EI672,ED8,2025-08-22 10:00:00,2025-08-22 12:00:00,Ella Rises HQ,100,2025-08-15 10:00:00
EI673,ED5,2025-07-24 10:00:00,2025-07-24 12:00:00,Community Center Room A,100,2025-07-17 10:00:00
EI674,ED4,2025-08-15 10:00:00,2025-08-15 12:00:00,Ella Rises HQ,100,2025-08-08 10:00:00
EI675,ED3,2023-02-21 10:00:00,2023-02-21 12:00:00,Virtual Zoom,100,2023-02-14 10:00:00
EI676,ED6,2024-08-07 10:00:00,2024-08-07 12:00:00,Ella Rises HQ,100,2024-07-31 10:00:00
EI677,ED4,2025-07-15 10:00:00,2025-07-15 12:00:00,Ella Rises HQ,100,2025-07-08 10:00:00
EI678,ED3,2023-07-25 10:00:00,2023-07-25 12:00:00,Local Library,100,2023-07-18 10:00:00
EI679,ED1,2024-04-07 10:00:00,2024-04-07 12:00:00,Ella Rises HQ,100,2024-03-31 10:00:00
EI680,ED3,2024-01-09 10:00:00,2024-01-09 12:00:00,Ella Rises HQ,100,2024-01-02 10:00:00
EI681,ED3,2023-05-23 10:00:00,2023-05-23 12:00:00,Art Studio 2,100,2023-05-16 10:00:00
EI682,ED10,2023-05-15 10:00:00,2023-05-15 12:00:00,Ella Rises HQ,100,2023-05-08 10:00:00
EI683,ED5,2024-01-25 10:00:00,2024-01-25 12:00:00,Virtual Zoom,100,2024-01-18 10:00:00
EI684,ED3,2023-06-27 10:00:00,2023-06-27 12:00:00,Community Center Room A,100,2023-06-20 10:00:00
EI685,ED8,2025-01-10 10:00:00,2025-01-10 12:00:00,Virtual Zoom,100,2025-01-03 10:00:00
EI686,ED3,2022-05-17 10:00:00,2022-05-17 12:00:00,Local Library,100,2022-05-10 10:00:00
EI687,ED2,2025-04-12 10:00:00,2025-04-12 12:00:00,Ella Rises HQ,100,2025-04-05 10:00:00
EI688,ED3,2024-04-16 10:00:00,2024-04-16 12:00:00,Local Library,100,2024-04-09 10:00:00
EI689,ED3,2024-12-10 10:00:00,2024-12-10 12:00:00,Local Library,100,2024-12-03 10:00:00
EI690,ED5,2024-04-18 10:00:00,2024-04-18 12:00:00,Art Studio 2,100,2024-04-11 10:00:00
EI691,ED1,2023-04-02 10:00:00,2023-04-02 12:00:00,Local Library,100,2023-03-26 10:00:00
EI692,ED1,2022-01-09 10:00:00,2022-01-09 12:00:00,Local Library,100,2022-01-02 10:00:00
EI693,ED7,2025-02-15 10:00:00,2025-02-15 12:00:00,Virtual Zoom,100,2025-02-08 10:00:00
EI694,ED1,2023-08-13 10:00:00,2023-08-13 12:00:00,Art Studio 2,100,2023-08-06 10:00:00
EI695,ED3,2025-08-26 10:00:00,2025-08-26 12:00:00,Community Center Room A,100,2025-08-19 10:00:00
EI696,ED3,2022-05-31 10:00:00,2022-05-31 12:00:00,Ella Rises HQ,100,2022-05-24 10:00:00
EI697,ED8,2022-11-04 10:00:00,2022-11-04 12:00:00,Community Center Room A,100,2022-10-28 10:00:00
EI698,ED1,2023-09-24 10:00:00,2023-09-24 12:00:00,Art Studio 2,100,2023-09-17 10:00:00
EI699,ED8,2022-06-17 10:00:00,2022-06-17 12:00:00,Community Center Room A,100,2022-06-10 10:00:00
EI700,ED2,2022-03-26 10:00:00,2022-03-26 12:00:00,Local Library,100,2022-03-19 10:00:00
EI701,ED5,2025-10-30 10:00:00,2025-10-30 12:00:00,Virtual Zoom,100,2025-10-23 10:00:00
EI702,ED8,2021-12-24 10:00:00,2021-12-24 12:00:00,Virtual Zoom,100,2021-12-17 10:00:00
EI703,ED8,2025-05-23 10:00:00,2025-05-23 12:00:00,Local Library,100,2025-05-16 10:00:00
EI704,ED4,2024-10-15 10:00:00,2024-10-15 12:00:00,Ella Rises HQ,100,2024-10-08 10:00:00
EI705,ED3,2023-09-19 10:00:00,2023-09-19 12:00:00,Ella Rises HQ,100,2023-09-12 10:00:00
EI706,ED6,2024-06-26 10:00:00,2024-06-26 12:00:00,Art Studio 2,100,2024-06-19 10:00:00
EI707,ED8,2024-12-20 10:00:00,2024-12-20 12:00:00,Local Library,100,2024-12-13 10:00:00
EI708,ED1,2025-10-19 10:00:00,2025-10-19 12:00:00,Local Library,100,2025-10-12 10:00:00
EI709,ED1,2024-11-17 10:00:00,2024-11-17 12:00:00,Local Library,100,2024-11-10 10:00:00
EI710,ED6,2025-01-15 10:00:00,2025-01-15 12:00:00,Virtual Zoom,100,2025-01-08 10:00:00
EI711,ED2,2025-11-01 10:00:00,2025-11-01 12:00:00,Virtual Zoom,100,2025-10-25 10:00:00
EI712,ED8,2023-10-06 10:00:00,2023-10-06 12:00:00,Art Studio 2,100,2023-09-29 10:00:00
EI713,ED2,2023-09-30 10:00:00,2023-09-30 12:00:00,Local Library,100,2023-09-23 10:00:00
EI714,ED2,2022-11-26 10:00:00,2022-11-26 12:00:00,Community Center Room A,100,2022-11-19 10:00:00
EI715,ED8,2022-02-18 10:00:00,2022-02-18 12:00:00,Local Library,100,2022-02-11 10:00:00
EI716,ED6,2024-11-13 10:00:00,2024-11-13 12:00:00,Local Library,100,2024-11-06 10:00:00
EI717,ED1,2023-01-08 10:00:00,2023-01-08 12:00:00,Community Center Room A,100,2023-01-01 10:00:00
EI718,ED10,2022-09-15 10:00:00,2022-09-15 12:00:00,Community Center Room A,100,2022-09-08 10:00:00
EI719,ED3,2021-11-16 10:00:00,2021-11-16 12:00:00,Art Studio 2,100,2021-11-09 10:00:00
EI720,ED8,2022-12-30 10:00:00,2022-12-30 12:00:00,Ella Rises HQ,100,2022-12-23 10:00:00
EI721,ED3,2024-11-12 10:00:00,2024-11-12 12:00:00,Virtual Zoom,100,2024-11-05 10:00:00
EI722,ED6,2022-08-03 10:00:00,2022-08-03 12:00:00,Local Library,100,2022-07-27 10:00:00
EI723,ED2,2021-12-18 10:00:00,2021-12-18 12:00:00,Local Library,100,2021-12-11 10:00:00
EI724,ED3,2022-12-20 10:00:00,2022-12-20 12:00:00,Community Center Room A,100,2022-12-13 10:00:00
EI725,ED6,2024-02-28 10:00:00,2024-02-28 12:00:00,Virtual Zoom,100,2024-02-21 10:00:00
EI726,ED1,2025-02-09 10:00:00,2025-02-09 12:00:00,Ella Rises HQ,100,2025-02-02 10:00:00
EI727,ED8,2023-06-30 10:00:00,2023-06-30 12:00:00,Virtual Zoom,100,2023-06-23 10:00:00
EI728,ED8,2024-03-15 10:00:00,2024-03-15 12:00:00,Ella Rises HQ,100,2024-03-08 10:00:00
EI729,ED6,2025-02-12 10:00:00,2025-02-12 12:00:00,Art Studio 2,100,2025-02-05 10:00:00
EI730,ED2,2023-05-20 10:00:00,2023-05-20 12:00:00,Local Library,100,2023-05-13 10:00:00
EI731,ED8,2023-05-05 10:00:00,2023-05-05 12:00:00,Virtual Zoom,100,2023-04-28 10:00:00
EI732,ED4,2022-03-15 10:00:00,2022-03-15 12:00:00,Local Library,100,2022-03-08 10:00:00
